Full_Name,Specialty,Add_Specialty,Full_Address,Practice,Address,City,State,Zip,Phone,URL
"Katharine G.. McManus, PA",Physician Assistant,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/katharine-g-mcmanus-pa/
"Andrew W.. Michael, MD",Surgical Critical Care,General Surgery,"3737 Martin Luther King Jr., Blvd., Suite 301 Lynwood, CA 90262",,"3737 Martin Luther King Jr., Blvd., Suite 301 Lynwood, CA 90262",Lynwood,CA,90262,424-403-4778,https://www.stfrancismedicalcenter.com/find-a-provider/andrew-w-michael-md/
"Ryan T.. McNally, MD",Emergency Medicine,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/ryan-t-mcnally-md/
"Saad A.. Mir, MD",Neurology - Telemedicine,,"Blue Sky Neurology, a Division of CarePoint499 E Hampden Ave, Suite 360Englewood, CO 80113","Blue Sky Neurology, a Division of CarePoint","499 E Hampden Ave, Suite 360Englewood, CO 80113",Englewood,CO,80113,303-781-4485,https://www.stfrancismedicalcenter.com/find-a-provider/saad-a-mir-md/
"Joseph McQuirter, DDS",Oral and Maxillofacial Surgery,,"Joseph McQuirter DDS Inc2690 Pacific Ave, Suite 250 Long Beach, CA 90806",Joseph McQuirter DDS Inc,"2690 Pacific Ave, Suite 250 Long Beach, CA 90806",Long Beach,CA,90806,855-413-5009,https://www.stfrancismedicalcenter.com/find-a-provider/joseph-mcquirter-dds/
"Devadatt M.. Mishal, MD",Obstetrics and Gynecology,,"8500 Florence Ave., Suite 200 Downey, CA 90240",,"8500 Florence Ave., Suite 200 Downey, CA 90240",Downey,CA,90240,562-869-4579,https://www.stfrancismedicalcenter.com/find-a-provider/devadatt-m-mishal-md/
"Mario A.. Meallet, MD",Ophthalmology,,"3849 Tweedy Blvd.Southgate, CA 90280",,"3849 Tweedy Blvd.Southgate, CA 90280",Southgate,CA,90280,323-567-4956,https://www.stfrancismedicalcenter.com/find-a-provider/mario-a-meallet-md/
"Antoine Mitri, MD",Neurology,Internal Medicine,"Prentice, Mitri and Hijazin Neurological Assoc10916 Downey Ave.Downey, CA 90241","Prentice, Mitri and Hijazin Neurological Assoc","10916 Downey Ave.Downey, CA 90241",Downey,CA,90241,562-861-1988,https://www.stfrancismedicalcenter.com/find-a-provider/antoine-mitri-md/
"Akshay M.. Mehta, MD",Orthopaedic Surgery,,"St. Francis Orthopaedic Clinic3628 E. Imperial Highway, Suite 300 Lynwood, CA 90262",St. Francis Orthopaedic Clinic,"3628 E. Imperial Highway, Suite 300 Lynwood, CA 90262",Lynwood,CA,90262,800-627-0114,https://www.stfrancismedicalcenter.com/find-a-provider/akshay-m-mehta-md/
"Raj A.. Mittal, MD",General Surgery,Transplant Surgery,"3400 West Lomita Blvd, Suite 200 Torrance, CA 90505",,"3400 West Lomita Blvd, Suite 200 Torrance, CA 90505",Torrance,CA,90505,310-539-2630,https://www.stfrancismedicalcenter.com/find-a-provider/raj-a-mittal-md/
"Manish D.. Mehta, MD",Urology,,"3628 E. Imperial Hwy., Suite 201 Lynwood, CA 90262",,"3628 E. Imperial Hwy., Suite 201 Lynwood, CA 90262",Lynwood,CA,90262,310-639-4876,https://www.stfrancismedicalcenter.com/find-a-provider/manish-d-mehta-md/
"Dean V.. Moesch, MD",Radiology - Telemedicine,,"Advanced TeleRadiologyP.O. Box 53803Irvine, CA 92603",Advanced TeleRadiology,"P.O. Box 53803Irvine, CA 92603",Irvine,CA,92603,888-225-0628,https://www.stfrancismedicalcenter.com/find-a-provider/dean-v-moesch-md/
"Amod S.. Moosa, MD",Neonatal-Perinatal Medicine,Pediatrics,"5057 Los Feliz Blvd.Los Angeles, CA 90027",,"5057 Los Feliz Blvd.Los Angeles, CA 90027",Los Angeles,CA,90027,310-435-1400,https://www.stfrancismedicalcenter.com/find-a-provider/amod-s-moosa-md/
"Hamid R.. Mohazab, DO",Diagnostic Radiology,Neuroradiology,"St. Francis Radiology3630 E Imperial Hwy, Department of Radiology Lynwood, CA 90262",St. Francis Radiology,"3630 E Imperial Hwy, Department of Radiology Lynwood, CA 90262",Lynwood,CA,90262,310-900-2750,https://www.stfrancismedicalcenter.com/find-a-provider/hamid-r-mohazab-do/
"Gloria M.. Morales, MD",Neonatal-Perinatal Medicine,Pediatrics,"12401 Washington BlvdWhittier, CA 90602",,"12401 Washington BlvdWhittier, CA 90602",Whittier,CA,90602,562-698-0811 x17529,https://www.stfrancismedicalcenter.com/find-a-provider/gloria-m-morales-md/
"Shafagh M.. Monazzam, MD",Orthopaedic Surgery,,,,,,,,323-767-8827,https://www.stfrancismedicalcenter.com/find-a-provider/?fbclid=IwAR0Gwi2H4D1uqJTOQnCsPcbGhf8EH8_B7z-ZdbsPr8xsMN-9TbY4E-EoPc4
"Wilson A.. Morales, MD",Obstetrics and Gynecology,,"Tender Care Community Clinic,Inc, Suite 309 Downey, CA 90241",,"Tender Care Community Clinic,Inc, Suite 309 Downey, CA 90241",Downey,CA,90241,562-869-7007,https://www.stfrancismedicalcenter.com/find-a-provider/wilson-a-morales-md/
"Benjamin F.. Monroe, MD",Obstetrics and Gynecology,,"3628 E Imperial Hwy, Suite 200 Lynwood, CA 90262",,"3628 E Imperial Hwy, Suite 200 Lynwood, CA 90262",Lynwood,CA,90262,310-605-0048,https://www.stfrancismedicalcenter.com/find-a-provider/benjamin-f-monroe-md/
"Gira S.. Morchi, MD",Pediatric Cardiology,Pediatrics,"CHOC Pediatric Subspecialty Faculty1201 W. La Veta AvenueOrange, CA ",CHOC Pediatric Subspecialty Faculty,"1201 W. La Veta AvenueOrange, CA ",Orange,CA,,714-509-3939,https://www.stfrancismedicalcenter.com/find-a-provider/gira-s-morchi-md/
"Ramin Monshizadeh, MD",Ophthalmology,,"8577 Haven Ave., Suite 208 Rancho Cucamong, CA 91730",,"8577 Haven Ave., Suite 208 Rancho Cucamong, CA 91730",Rancho Cucamong,CA,91730,909-944-5353,https://www.stfrancismedicalcenter.com/find-a-provider/ramin-monshizadeh-md/
"Vilasinee Morkjaroenpong, MD",Pulmonary Medicine,Internal Medicine,"Pulmonary Consultants & Wellness Center,, 555 East Hardy Street INGLEWOOD, CA 90301",,"Pulmonary Consultants & Wellness Center,, 555 East Hardy Street INGLEWOOD, CA 90301",INGLEWOOD,CA,90301,310-680-8095,https://www.stfrancismedicalcenter.com/find-a-provider/vilasinee-morkjaroenpong-md/
"Martha I.. Montealegre, NP",Nurse Practitioner,,"101 E. Beverly Blvd. Suite 304Montebello, CA 90640",,"101 E. Beverly Blvd. Suite 304Montebello, CA 90640",Montebello,CA,90640,323-722-7418,https://www.stfrancismedicalcenter.com/find-a-provider/martha-i-montealegre-np/
"Emily P.. Ng, MD",Psychiatry,,"Alliance for Wellness / SoCal Mental Health14860 Roscoe Blvd, Suite 307 Panorama City, CA 91402",Alliance for Wellness / SoCal Mental Health,"14860 Roscoe Blvd, Suite 307 Panorama City, CA 91402",Panorama City,CA,91402,747-998-0387,https://www.stfrancismedicalcenter.com/find-a-provider/emily-p-ng-md/
"Lewis K.. Moss, MD",Orthopaedic Surgery,,"3628 E. Imperial Hwy., Suite 300 Lynwood, CA 90262",,"3628 E. Imperial Hwy., Suite 300 Lynwood, CA 90262",Lynwood,CA,90262,310-900-4788,https://www.stfrancismedicalcenter.com/find-a-provider/lewis-k-moss-md/
"Hung Q.. Nguyen, MD",Internal Medicine,,"Applecare11525 Brookshire Ave, Ste 300 Downey, CA 90241",Applecare,"11525 Brookshire Ave, Ste 300 Downey, CA 90241",Downey,CA,90241,562-869-1070,https://www.stfrancismedicalcenter.com/find-a-provider/hung-q-nguyen-md/
"James P.. Murphy, NP",Nurse Practitioner,,"4955 Van Nuys Blvd Suite 308Sherman Oaks, CA 91403",,"4955 Van Nuys Blvd Suite 308Sherman Oaks, CA 91403",Sherman Oaks,CA,91403,213-279-1220,https://www.stfrancismedicalcenter.com/find-a-provider/james-p-murphy-np/
"Thuan P.. Nguyen, DO",Internal Medicine,,"Epic Medical Group4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Epic Medical Group,"4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Sherman Oaks,CA,91403,213-279-1220,https://www.stfrancismedicalcenter.com/find-a-provider/thuan-p-nguyen-do/
"Than Naing, MD",Anesthesiology,,"SFMC - Anesthesia Dept3630 E Imperial HwyLynwood, CA 90262",SFMC - Anesthesia Dept,"3630 E Imperial HwyLynwood, CA 90262",Lynwood,CA,90262,310-900-2727,https://www.stfrancismedicalcenter.com/find-a-provider/than-naing-md/
"Khai T.. Nguyen, MD",Psychiatry - Telemedicine,Child and Adolescent Psychiatry,"SOC Telemed2411 Dulles Corner Park, Suite 475Herndon, VA 20171",SOC Telemed,"2411 Dulles Corner Park, Suite 475Herndon, VA 20171",Herndon,VA,20171,866-483-9690,https://www.stfrancismedicalcenter.com/find-a-provider/khai-t-nguyen-md/
"Hares Najand, MD",Emergency Medicine,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/hares-najand-md/
"Vincent V.. Nguyen, PA",Physician Assistant,,"Vituity3630 E. Imperial Hwy.Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy.Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/vincent-v-nguyen-pa/
"Soheil Najibi, MD",Orthopaedic Surgery,,"2950 W. Burbank Blvd.Burbank, CA 91505",,"2950 W. Burbank Blvd.Burbank, CA 91505",Burbank,CA,91505,818-842-4404,https://www.stfrancismedicalcenter.com/find-a-provider/soheil-najibi-md/
"Huitzilin M.. Olmecah, MD",Neurology,Critical Care Medicine,"11339 South 700 East, Suite 200Sandy, UT 84070",,"11339 South 700 East, Suite 200Sandy, UT 84070",Sandy,UT,84070,949-466-8252,https://www.stfrancismedicalcenter.com/find-a-provider/huitzilin-m-olmecah-md/
"Yona N.. Nicolau, MD",Neonatal-Perinatal Medicine,Pediatrics,"333 City Blvd, Ste 850 Orange, CA 92868",,"333 City Blvd, Ste 850 Orange, CA 92868",Orange,CA,92868,714-456-6933,https://www.stfrancismedicalcenter.com/find-a-provider/yona-n-nicolau-md/
"Fadi E.. Nakhl, MD",Hematology/Oncology,,"3628 Imperial Hwy, 401 Lynwood, CA 90262",,"3628 Imperial Hwy, 401 Lynwood, CA 90262",Lynwood,CA,90262,310-667-4000,https://www.stfrancismedicalcenter.com/find-a-provider/fadi-e-nakhl-md/
"Michael S.. Olsen, MD",Emergency Medicine,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/michael-s-olsen-md/
"Zachary I.. Norman, MD",Neurology - Telemedicine,,"Blue Sky Neurology (a Division of Care Point)5600 S. Quebec St., Ste 312 A Greenwood Village, CO 80111",Blue Sky Neurology (a Division of Care Point),"5600 S. Quebec St., Ste 312 A Greenwood Village, CO 80111",Greenwood Village,CO,80111,303-436-2716,https://www.stfrancismedicalcenter.com/find-a-provider/zachary-i-norman-md/
"Krystal Neely, MD",Pediatrics,,"403 S. Long Beach Blvd., Suite B Compton, CA 90221",,"403 S. Long Beach Blvd., Suite B Compton, CA 90221",Compton,CA,90221,310-635-0746,https://www.stfrancismedicalcenter.com/find-a-provider/krystal-neely-md/
"Bassam O.. Omari, MD",Cardiothoracic Vascular Surgery,General Surgery,"Harbor UCLA Medical Center1000 W. Carson St.Torrance, CA 90509",Harbor UCLA Medical Center,"1000 W. Carson St.Torrance, CA 90509",Torrance,CA,90509,310-710-4648,https://www.stfrancismedicalcenter.com/find-a-provider/bassam-o-omari-md/
"Lizbhet Nunez, CRNA",Certified Registered Nurse Anesthetist,,"P.O. Box 5496Long Beach, CA 90805",,"P.O. Box 5496Long Beach, CA 90805",Long Beach,CA,90805,562-619-4039,https://www.stfrancismedicalcenter.com/find-a-provider/lizbhet-nunez-crna/
"William N.. Paik, MD",Radiology - Telemedicine,,"Advanced TeleradiologyAdvanced TeleRadiology, P. o. Box 53803 Irvine, CA 92619",Advanced Teleradiology,"Advanced TeleRadiology, P. o. Box 53803 Irvine, CA 92619",Irvine,CA,92619,888-225-0628,https://www.stfrancismedicalcenter.com/find-a-provider/william-n-paik-md/
"Michael J.. O'Brien, PA",Physician Assistant,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/michael-j-obrien-pa/
"Peter S.. Pak, MD",Surgical Critical Care,General Surgery,"3737 Martin Luther King Jr. Blvd., Suite 301 Lynwood, CA 90262",,"3737 Martin Luther King Jr. Blvd., Suite 301 Lynwood, CA 90262",Lynwood,CA,90262,424-403-4778,https://www.stfrancismedicalcenter.com/find-a-provider/peter-s-pak-md/
"Chukwudi C.. Obue, NP",Psychiatry,,"Alliance for Wellness / SoCal Mental Health14860 Roscoe Blvd, Suite 307 Panorama City, CA 91402",Alliance for Wellness / SoCal Mental Health,"14860 Roscoe Blvd, Suite 307 Panorama City, CA 91402",Panorama City,CA,91402,747-998-0387,https://www.stfrancismedicalcenter.com/find-a-provider/chukwudi-c-obue-np/
"Patrick J.. Pan, MD",Diagnostic Radiology,,"SFMC - Radiology Dept3630 E. Imperial Hwy.Lynwood, CA 90262",SFMC - Radiology Dept,"3630 E. Imperial Hwy.Lynwood, CA 90262",Lynwood,CA,90262,310-900-2750,https://www.stfrancismedicalcenter.com/find-a-provider/patrick-j-pan-md/
"Anthony O.. Ogundipe, MD",Maternal and Fetal Medicine,Obstetrics and Gynecology,"Maternal Fetal Medicine Associates3628 E. Imperial Hwy., Suite 200 Lynwood, CA 90262",Maternal Fetal Medicine Associates,"3628 E. Imperial Hwy., Suite 200 Lynwood, CA 90262",Lynwood,CA,90262,310-603-2345,https://www.stfrancismedicalcenter.com/find-a-provider/anthony-o-ogundipe-md/
"Hemant Pande, MD",Gastroenterology,Internal Medicine,"Gastro-Digestive Medical Group3621 MLK Jr. Blvd., Suite 5 Lynwood, CA 90262",Gastro-Digestive Medical Group,"3621 MLK Jr. Blvd., Suite 5 Lynwood, CA 90262",Lynwood,CA,90262,310-632-0906,https://www.stfrancismedicalcenter.com/find-a-provider/hemant-pande-md/
"Sushil K.. Ojha, MD",Gastroenterology,Internal Medicine,"Gastro-Digestive Medical Group3621 MLK Jr. Blvd., Suite 5 Lynwood, CA 90262",Gastro-Digestive Medical Group,"3621 MLK Jr. Blvd., Suite 5 Lynwood, CA 90262",Lynwood,CA,90262,310-632-0906,https://www.stfrancismedicalcenter.com/find-a-provider/sushil-k-ojha-md/
"Neal K.. Patel, DPM",Podiatric Surgery,Wound Care,"250 N Robertson Blvd Suite 106Beverly Hills, CA 90211",,"250 N Robertson Blvd Suite 106Beverly Hills, CA 90211",Beverly Hills,CA,90211,310-919-4179,https://www.stfrancismedicalcenter.com/find-a-provider/neal-k-patel-dpm/
"Ravikanth Papani, MD",Pulmonary Medicine,Internal Medicine,"Pulmonary Consultants and Wellness Center, Inc.8540 South Sepulveda Blvd, Suite 1010 Los Angeles, CA 90045","Pulmonary Consultants and Wellness Center, Inc.","8540 South Sepulveda Blvd, Suite 1010 Los Angeles, CA 90045",Los Angeles,CA,90045,310-295-0075,https://www.stfrancismedicalcenter.com/find-a-provider/ravikanth-papani-md/
"Devesh N.. Patel, MD",Infectious Disease,,,,,,,,626-859-4167,https://www.stfrancismedicalcenter.com/find-a-provider/?fbclid=IwAR0Gwi2H4D1uqJTOQnCsPcbGhf8EH8_B7z-ZdbsPr8xsMN-9TbY4E-EoPc4
"Potenciano R.. Paredes, MD",Pediatrics,,"15901 Hawthorne Blvd, Suite 250 Hawthorne, CA 90260",,"15901 Hawthorne Blvd, Suite 250 Hawthorne, CA 90260",Hawthorne,CA,90260,310-679-0269,https://www.stfrancismedicalcenter.com/find-a-provider/potenciano-r-paredes-md/
"Baminihannadige N.. Peiris, MD",Internal Medicine,,"8510 Balboa Blvd., Suite 150 Northridge, CA 91325",,"8510 Balboa Blvd., Suite 150 Northridge, CA 91325",Northridge,CA,91325,818-552-6230,https://www.stfrancismedicalcenter.com/find-a-provider/baminihannadige-n-peiris-md/
"Paryus B.. Patel, MD",Critical Care Medicine,,"Pulmonary Consultants and Wellness Center, Inc.8540 South Sepulveda Blvd, Suite 1010 Los Angeles, CA 90045","Pulmonary Consultants and Wellness Center, Inc.","8540 South Sepulveda Blvd, Suite 1010 Los Angeles, CA 90045",Los Angeles,CA,90045,310-295-0075,https://www.stfrancismedicalcenter.com/find-a-provider/paryus-b-patel-md/
"Arturo Pelayo, MD",Emergency Medicine,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/arturo-pelayo-md/
"Sapna S.. Patel, MD",Nephrology,Internal Medicine,"ProHealth Partners A Medical Group, Inc2888 Long Beach Blvd., Suite 235 Long Beach, CA 90806","ProHealth Partners A Medical Group, Inc","2888 Long Beach Blvd., Suite 235 Long Beach, CA 90806",Long Beach,CA,90806,562-424-4447,https://www.stfrancismedicalcenter.com/find-a-provider/sapna-s-patel-md/
"William Perkins, MD",Pediatric Critical Care Medicine,,"17100 Euclid St., PICU Fountain Valley, CA 92708",,"17100 Euclid St., PICU Fountain Valley, CA 92708",Fountain Valley,CA,92708,714-966-7253,https://www.stfrancismedicalcenter.com/find-a-provider/william-perkins-md/
"Devang J.. Patel, MD",Neonatal-Perinatal Medicine,Pediatrics,"1201 W. La Veta AveOrange, CA 92868",,"1201 W. La Veta AveOrange, CA 92868",Orange,CA,92868,714-509-3096,https://www.stfrancismedicalcenter.com/find-a-provider/devang-j-patel-md/
"Raj Prasad, MD",Internal Medicine,,"Raj Prasad M.D. Inc.8711 Venice BlvdLos Angeles, CA 90034",Raj Prasad M.D. Inc.,"8711 Venice BlvdLos Angeles, CA 90034",Los Angeles,CA,90034,310-237-0023,https://www.stfrancismedicalcenter.com/find-a-provider/raj-prasad-md/
"Loy A.. Pham, MD",Obstetrics and Gynecology,,"8500 Florence Ave., Suite 200 Downey, CA 90240",,"8500 Florence Ave., Suite 200 Downey, CA 90240",Downey,CA,90240,562-869-4579,https://www.stfrancismedicalcenter.com/find-a-provider/loy-a-pham-md/
"Ashley C.. Proal, NP",Internal Medicine,,"Epic Medical Group4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Epic Medical Group,"4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Sherman Oaks,CA,91403,213-279-1220,https://www.stfrancismedicalcenter.com/find-a-provider/ashley-c-proal-np/
"Peter P.. Piampiano, MD",Diagnostic Radiology,,"Advanced TeleRadiologyP.O. Box 53803Irvine, CA 92603",Advanced TeleRadiology,"P.O. Box 53803Irvine, CA 92603",Irvine,CA,92603,888-225-0628,https://www.stfrancismedicalcenter.com/find-a-provider/peter-p-piampiano-md/
"Jonathan A.. Pryor, MD",Surgical Critical Care,General Surgery,"11200 Long Beach Blvd., Suite 614 Lynwood, CA 90262",,"11200 Long Beach Blvd., Suite 614 Lynwood, CA 90262",Lynwood,CA,90262,562-981-6933,https://www.stfrancismedicalcenter.com/find-a-provider/jonathan-a-pryor-md/
"John L.. Pinches, DO",Obstetrics and Gynecology,,"Los Alamitos OB/GYN Medical Group, Inc.8615 Knott Ave., Ste. #5Buena Park, CA 90620","Los Alamitos OB/GYN Medical Group, Inc.","8615 Knott Ave., Ste. #5Buena Park, CA 90620",Buena Park,CA,90620,562-596-5566,https://www.stfrancismedicalcenter.com/find-a-provider/john-l-pinches-do/
"Ahmad A.. Qamar, MD",Internal Medicine,,"Epic Medical Group4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Epic Medical Group,"4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Sherman Oaks,CA,91403,657-276-7080,https://www.stfrancismedicalcenter.com/find-a-provider/ahmad-a-qamar-md/
"Li Poa, MD",Thoracic and Cardiac Surgery,,"501 E Hardy Street, Suite 315 Inglewood, CA 90301",,"501 E Hardy Street, Suite 315 Inglewood, CA 90301",Inglewood,CA,90301,310-419-8610,https://www.stfrancismedicalcenter.com/find-a-provider/li-poa-md/
"Maria Nina N.. Quimpo, NP",Infectious Disease,Internal Medicine,"12041 Bertha Street, Los Angeles Cerritos, CA 90703",,"12041 Bertha Street, Los Angeles Cerritos, CA 90703",Cerritos,CA,90703,562-569-2008,https://www.stfrancismedicalcenter.com/find-a-provider/maria-nina-n-quimpo-np/
"Donald J.. Portocarrero, DO",Gastroenterology,Internal Medicine,"Fernando Ibarra MD Inc850 S. Atlantic Blvd., Suite 101 Monterey Park, CA 91754",Fernando Ibarra MD Inc,"850 S. Atlantic Blvd., Suite 101 Monterey Park, CA 91754",Monterey Park,CA,91754,626-284-1350,https://www.stfrancismedicalcenter.com/find-a-provider/donald-j-portocarrero-do/
"Reynaldo Quinonez, PA",Physician Assistant,,"4207 Slauson AveMaywood, CA 90270",,"4207 Slauson AveMaywood, CA 90270",Maywood,CA,90270,323-560-1100,https://www.stfrancismedicalcenter.com/find-a-provider/reynaldo-quinonez-pa/
"David A.. Pougatsch, DPM",Podiatrist,Wound Care,"250 N. Robertson Blvd., Suite 106 Beverly Hills, CA 90211",,"250 N. Robertson Blvd., Suite 106 Beverly Hills, CA 90211",Beverly Hills,CA,90211,310-919-4179,https://www.stfrancismedicalcenter.com/find-a-provider/david-a-pougatsch-dpm/
"Collin B.. Radcliffe, CRNA",Certified Registered Nurse Anesthetist,,"21060 pacific city cir unit 612Huntington Beach, CA ",,"21060 pacific city cir unit 612Huntington Beach, CA ",Huntington Beach,CA,,407-496-7773,https://www.stfrancismedicalcenter.com/find-a-provider/collin-b-radcliffe-crna/
"Shahin Pourrabbani, MD",Vascular Surgery,General Surgery,"3680 E. Imperial Hwy., Suite 502 Lynwood, CA 90262",,"3680 E. Imperial Hwy., Suite 502 Lynwood, CA 90262",Lynwood,CA,90262,562-698-0271,https://www.stfrancismedicalcenter.com/find-a-provider/shahin-pourrabbani-md/
"Sridhar M.. Reddy, MD",Interventional Cardiology,,"Epic Medical Group4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Epic Medical Group,"4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Sherman Oaks,CA,91403,213-279-1220,https://www.stfrancismedicalcenter.com/find-a-provider/sridhar-m-reddy-md/
"Masoud Rahban, MD",Infectious Disease,Internal Medicine,"5901 W. Olympic Blvd # 307Los Angeles, CA 90036",,"5901 W. Olympic Blvd # 307Los Angeles, CA 90036",Los Angeles,CA,90036,323-549-0950,https://www.stfrancismedicalcenter.com/find-a-provider/masoud-rahban-md/
"Sandeep K.. Reddy, MD",Hematology/Oncology,Internal Medicine,"9920 Jefferson Blvd.Culver City, CA 90232",,"9920 Jefferson Blvd.Culver City, CA 90232",Culver City,CA,90232,310-853-7631,https://www.stfrancismedicalcenter.com/find-a-provider/sandeep-k-reddy-md/
"Desiree M.. Ramirez, NP",Nurse Practitioner,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/desiree-m-ramirez-np/
"Pierangelo Renella, MD",Pediatric Cardiology,Pediatrics,"Pediatric Subspecialty Faculty, Inc.1201 W. La Veta AvenueOrange, CA 92868","Pediatric Subspecialty Faculty, Inc.","1201 W. La Veta AvenueOrange, CA 92868",Orange,CA,92868,714-509-3939,https://www.stfrancismedicalcenter.com/find-a-provider/pierangelo-renella-md/
"Lina T.. Ramos, MD",,,"Specialists On Call, Inc. (SOC for Prime Healthcare)1768 Business Center Dr., Ste. 100Reston, VA 20190","Specialists On Call, Inc. (SOC for Prime Healthcare)","1768 Business Center Dr., Ste. 100Reston, VA 20190",Reston,VA,20190,866-483-9690,https://www.stfrancismedicalcenter.com/find-a-provider/lina-t-ramos-md/
"Hilda L.. Riderer, DO",Internal Medicine,,"Epic Medical Group4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Epic Medical Group,"4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Sherman Oaks,CA,91403,818-817-3285,https://www.stfrancismedicalcenter.com/find-a-provider/hilda-l-riderer-do/
"David F.. Razi, MD",Internal Medicine,Pediatrics,"3451 W. Century Blvd.Inglewood, CA 90303",,"3451 W. Century Blvd.Inglewood, CA 90303",Inglewood,CA,90303,310-270-5450,https://www.stfrancismedicalcenter.com/find-a-provider/david-f-razi-md/
"Jose L.. Rivas, MD",Thoracic and Cardiac Surgery,General Surgery,"3100 E. Florence Ave., Suite 7 Huntington Park, CA 90255",,"3100 E. Florence Ave., Suite 7 Huntington Park, CA 90255",Huntington Park,CA,90255,323-583-6361,https://www.stfrancismedicalcenter.com/find-a-provider/jose-l-rivas-md/
"Michael R.. Recto, MD",Pediatric Cardiology,Pediatrics,"1201 W. La Veta AvenueOrange, CA ",,"1201 W. La Veta AvenueOrange, CA ",Orange,CA,,714-509-3939,https://www.stfrancismedicalcenter.com/find-a-provider/michael-r-recto-md/
"Saloomeh Saati, MD",Ophthalmology,,"3737 MLK Jr. Blvd., Suite 340 Lynwood, CA 90262",,"3737 MLK Jr. Blvd., Suite 340 Lynwood, CA 90262",Lynwood,CA,90262,310-638-0402,https://www.stfrancismedicalcenter.com/find-a-provider/saloomeh-saati-md/
"Ayaka K.. Robbins, MFT",Psychiatry,,"PET Team3630 E. Imperial Highway, Behavioral Health Department Lynwood, CA 90262",PET Team,"3630 E. Imperial Highway, Behavioral Health Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-8210,https://www.stfrancismedicalcenter.com/find-a-provider/ayaka-k-robbins-mft/
"Nicholas C.. Saguan, MD",Surgical Critical Care,,"1818 N. Orange Grove Ave.,Suite 307Pomona, CA 91767",,"1818 N. Orange Grove Ave.,Suite 307Pomona, CA 91767",Pomona,CA,91767,909-326-2853,https://www.stfrancismedicalcenter.com/find-a-provider/nicholas-c-saguan-md/
"Rodrigo J.. Rocha, MD",Nephrology,Internal Medicine,"3625 E. MLK Jr. Blvd., Suite 2 Lynwood, CA 90262",,"3625 E. MLK Jr. Blvd., Suite 2 Lynwood, CA 90262",Lynwood,CA,90262,310-638-0533,https://www.stfrancismedicalcenter.com/find-a-provider/rodrigo-j-rocha-md/
"Hani Salehi-Had, MD",Ophthalmology,,"7777 Edinger Ave., Suite 234Huntington Beach, CA 92647",,"7777 Edinger Ave., Suite 234Huntington Beach, CA 92647",Huntington Beach,CA,92647,714-901-2006,https://www.stfrancismedicalcenter.com/find-a-provider/hani-salehi-had-md/
